id,surah,ayat,terjemah,clean_ayat,topik
[11.48],Hud,48,Difirmankan: Hai Nuh turunlah dengan selamat sejahtera dan penuh keberkatan dari Kami atasmu dan atas umat-umat (yang mukmin) dari orang-orang yang bersamamu. Dan ada (pula) umat-umat yang Kami beri kesenangan pada mereka (dalam kehidupan dunia) kemudian mereka akan ditimpa azab yang pedih dari Kami.,firman nuh turun selamat sejahtera penuh berkat atas umat umat mukmin sama umat umat senang hidup dunia timpa azab pedih,iman
[11.49],Hud,49,Itu adalah di antara berita-berita penting tentang yang gaib yang Kami wahyukan kepadamu (Muhammad) tidak pernah kamu mengetahuinya dan tidak (pula) kaummu sebelum ini. Maka bersabarlah sesungguhnya kesudahan yang baik adalah bagi orang-orang yang bertakwa.,berita berita gaib wahyu kepada muhammad tahu kaum sabar sungguh sudah takwa,akhlaq dan adab
[11.49],Hud,49,Itu adalah di antara berita-berita penting tentang yang gaib yang Kami wahyukan kepadamu (Muhammad) tidak pernah kamu mengetahuinya dan tidak (pula) kaummu sebelum ini. Maka bersabarlah sesungguhnya kesudahan yang baik adalah bagi orang-orang yang bertakwa.,berita berita gaib wahyu kepada muhammad tahu kaum sabar sungguh sudah takwa,bangsa bangsa terdahulu
[11.49],Hud,49,Itu adalah di antara berita-berita penting tentang yang gaib yang Kami wahyukan kepadamu (Muhammad) tidak pernah kamu mengetahuinya dan tidak (pula) kaummu sebelum ini. Maka bersabarlah sesungguhnya kesudahan yang baik adalah bagi orang-orang yang bertakwa.,berita berita gaib wahyu kepada muhammad tahu kaum sabar sungguh sudah takwa,iman
[11.49],Hud,49,Itu adalah di antara berita-berita penting tentang yang gaib yang Kami wahyukan kepadamu (Muhammad) tidak pernah kamu mengetahuinya dan tidak (pula) kaummu sebelum ini. Maka bersabarlah sesungguhnya kesudahan yang baik adalah bagi orang-orang yang bertakwa.,berita berita gaib wahyu kepada muhammad tahu kaum sabar sungguh sudah takwa,sejarah
[11.50],Hud,50,Dan kepada kaum Ad (Kami utus) saudara mereka Hud. Ia berkata: Hai kaumku sembahlah Allah sekali-kali tidak ada bagimu Tuhan selain Dia. Kamu hanyalah mengada-adakan saja.,kaum utus saudara hud kaum sembah allah bagi tuhan ada adakan,bangsa bangsa terdahulu
[11.50],Hud,50,Dan kepada kaum Ad (Kami utus) saudara mereka Hud. Ia berkata: Hai kaumku sembahlah Allah sekali-kali tidak ada bagimu Tuhan selain Dia. Kamu hanyalah mengada-adakan saja.,kaum utus saudara hud kaum sembah allah bagi tuhan ada adakan,iman
[11.51],Hud,51,Hai kaumku aku tidak meminta upah kepadamu bagi seruanku ini Upahku tidak lain hanyalah dari Allah yang telah menciptakanku. Maka tidakkah kamu memikirkan (nya)?,kaum upah kepada seru upah allah cipta pikir,alquran
[11.51],Hud,51,Hai kaumku aku tidak meminta upah kepadamu bagi seruanku ini Upahku tidak lain hanyalah dari Allah yang telah menciptakanku. Maka tidakkah kamu memikirkan (nya)?,kaum upah kepada seru upah allah cipta pikir,bangsa bangsa terdahulu
[11.51],Hud,51,Hai kaumku aku tidak meminta upah kepadamu bagi seruanku ini Upahku tidak lain hanyalah dari Allah yang telah menciptakanku. Maka tidakkah kamu memikirkan (nya)?,kaum upah kepada seru upah allah cipta pikir,iman
[11.52],Hud,52,Dan (dia berkata): Hai kaumku mohonlah ampun kepada Tuhanmu lalu bertobatlah kepada-Nya niscaya Dia menurunkan hujan yang sangat deras atasmu dan Dia akan menambahkan kekuatan kepada kekuatanmu dan janganlah kamu berpaling dengan berbuat dosa.,kaum mohon ampun tuhan tobat niscaya turun hujan deras atas kuat kuat paling buat dosa,akhlaq dan adab
[11.52],Hud,52,Dan (dia berkata): Hai kaumku mohonlah ampun kepada Tuhanmu lalu bertobatlah kepada-Nya niscaya Dia menurunkan hujan yang sangat deras atasmu dan Dia akan menambahkan kekuatan kepada kekuatanmu dan janganlah kamu berpaling dengan berbuat dosa.,kaum mohon ampun tuhan tobat niscaya turun hujan deras atas kuat kuat paling buat dosa,bangsa bangsa terdahulu
[11.52],Hud,52,Dan (dia berkata): Hai kaumku mohonlah ampun kepada Tuhanmu lalu bertobatlah kepada-Nya niscaya Dia menurunkan hujan yang sangat deras atasmu dan Dia akan menambahkan kekuatan kepada kekuatanmu dan janganlah kamu berpaling dengan berbuat dosa.,kaum mohon ampun tuhan tobat niscaya turun hujan deras atas kuat kuat paling buat dosa,ibadah
[11.52],Hud,52,Dan (dia berkata): Hai kaumku mohonlah ampun kepada Tuhanmu lalu bertobatlah kepada-Nya niscaya Dia menurunkan hujan yang sangat deras atasmu dan Dia akan menambahkan kekuatan kepada kekuatanmu dan janganlah kamu berpaling dengan berbuat dosa.,kaum mohon ampun tuhan tobat niscaya turun hujan deras atas kuat kuat paling buat dosa,iman
[11.53],Hud,53,Kaum Ad berkata: Hai Hud kamu tidak mendatangkan kepada kami suatu bukti yang nyata dan kami sekali-kali tidak akan meninggalkan sembahan-sembahan kami karena perkataanmu dan kami sekali-kali tidak akan mempercayai kamu.,kaum hud bukti nyata tinggal sembah sembah kata percaya,akhlaq dan adab
[11.53],Hud,53,Kaum Ad berkata: Hai Hud kamu tidak mendatangkan kepada kami suatu bukti yang nyata dan kami sekali-kali tidak akan meninggalkan sembahan-sembahan kami karena perkataanmu dan kami sekali-kali tidak akan mempercayai kamu.,kaum hud bukti nyata tinggal sembah sembah kata percaya,bangsa bangsa terdahulu
[11.53],Hud,53,Kaum Ad berkata: Hai Hud kamu tidak mendatangkan kepada kami suatu bukti yang nyata dan kami sekali-kali tidak akan meninggalkan sembahan-sembahan kami karena perkataanmu dan kami sekali-kali tidak akan mempercayai kamu.,kaum hud bukti nyata tinggal sembah sembah kata percaya,iman
[11.54],Hud,54,Kami tidak mengatakan melainkan bahwa sebagian sembahan kami telah menimpakan penyakit gila atas dirimu. Hud menjawab: Sesungguhnya aku jadikan Allah sebagai saksiku dan saksikanlah olehmu sekalian bahwa sesungguhnya aku berlepas diri dari apa yang kamu persekutukan,sembah timpa sakit gila diri hud sungguh jadi allah saksi saksi oleh sungguh lepas sekutu,akhlaq dan adab
[11.54],Hud,54,Kami tidak mengatakan melainkan bahwa sebagian sembahan kami telah menimpakan penyakit gila atas dirimu. Hud menjawab: Sesungguhnya aku jadikan Allah sebagai saksiku dan saksikanlah olehmu sekalian bahwa sesungguhnya aku berlepas diri dari apa yang kamu persekutukan,sembah timpa sakit gila diri hud sungguh jadi allah saksi saksi oleh sungguh lepas sekutu,bangsa bangsa terdahulu
[11.54],Hud,54,Kami tidak mengatakan melainkan bahwa sebagian sembahan kami telah menimpakan penyakit gila atas dirimu. Hud menjawab: Sesungguhnya aku jadikan Allah sebagai saksiku dan saksikanlah olehmu sekalian bahwa sesungguhnya aku berlepas diri dari apa yang kamu persekutukan,sembah timpa sakit gila diri hud sungguh jadi allah saksi saksi oleh sungguh lepas sekutu,iman
[11.55],Hud,55,dari selain-Nya sebab itu jalankanlah tipu dayamu semuanya terhadapku dan janganlah kamu memberi tangguh kepadaku.,jalan tipu daya hadap tangguh kepada,akhlaq dan adab
[11.55],Hud,55,dari selain-Nya sebab itu jalankanlah tipu dayamu semuanya terhadapku dan janganlah kamu memberi tangguh kepadaku.,jalan tipu daya hadap tangguh kepada,bangsa bangsa terdahulu
[11.56],Hud,56,Sesungguhnya aku bertawakal kepada Allah Tuhanku dan Tuhanmu. Tidak ada suatu binatang melata pun melainkan Dia-lah yang memegang ubun-ubunnya. Sesungguhnya Tuhanku di atas jalan yang lurus.,sungguh tawakal allah tuhan tuhan binatang lata pegang ubun ubunnya sungguh tuhan jalan lurus,akhlaq dan adab
[11.56],Hud,56,Sesungguhnya aku bertawakal kepada Allah Tuhanku dan Tuhanmu. Tidak ada suatu binatang melata pun melainkan Dia-lah yang memegang ubun-ubunnya. Sesungguhnya Tuhanku di atas jalan yang lurus.,sungguh tawakal allah tuhan tuhan binatang lata pegang ubun ubunnya sungguh tuhan jalan lurus,bangsa bangsa terdahulu
[11.56],Hud,56,Sesungguhnya aku bertawakal kepada Allah Tuhanku dan Tuhanmu. Tidak ada suatu binatang melata pun melainkan Dia-lah yang memegang ubun-ubunnya. Sesungguhnya Tuhanku di atas jalan yang lurus.,sungguh tawakal allah tuhan tuhan binatang lata pegang ubun ubunnya sungguh tuhan jalan lurus,iman
[11.57],Hud,57,Jika kamu berpaling maka sesungguhnya aku telah menyampaikan kepadamu apa (amanat) yang aku diutus (untuk menyampaikan) nya kepadamu. Dan Tuhanku akan mengganti (kamu) dengan kaum yang lain (dari) kamu dan kamu tidak dapat membuat mudarat kepada-Nya sedikit pun. Sesungguhnya Tuhanku adalah Maha Pemelihara segala sesuatu.,paling sungguh kepada amanat utus kepada tuhan ganti kaum mudarat sungguh tuhan maha pelihara,alquran
[11.57],Hud,57,Jika kamu berpaling maka sesungguhnya aku telah menyampaikan kepadamu apa (amanat) yang aku diutus (untuk menyampaikan) nya kepadamu. Dan Tuhanku akan mengganti (kamu) dengan kaum yang lain (dari) kamu dan kamu tidak dapat membuat mudarat kepada-Nya sedikit pun. Sesungguhnya Tuhanku adalah Maha Pemelihara segala sesuatu.,paling sungguh kepada amanat utus kepada tuhan ganti kaum mudarat sungguh tuhan maha pelihara,bangsa bangsa terdahulu
[11.57],Hud,57,Jika kamu berpaling maka sesungguhnya aku telah menyampaikan kepadamu apa (amanat) yang aku diutus (untuk menyampaikan) nya kepadamu. Dan Tuhanku akan mengganti (kamu) dengan kaum yang lain (dari) kamu dan kamu tidak dapat membuat mudarat kepada-Nya sedikit pun. Sesungguhnya Tuhanku adalah Maha Pemelihara segala sesuatu.,paling sungguh kepada amanat utus kepada tuhan ganti kaum mudarat sungguh tuhan maha pelihara,iman
[11.58],Hud,58,Dan tatkala datang azab Kami Kami selamatkan Hud dan orang-orang yang beriman bersama dia dengan rahmat dari Kami dan Kami selamatkan (pula) mereka (di akhirat) dari 'azab yang berat.,tatkala azab selamat hud iman rahmat selamat akhirat azab berat,bangsa bangsa terdahulu
[11.58],Hud,58,Dan tatkala datang azab Kami Kami selamatkan Hud dan orang-orang yang beriman bersama dia dengan rahmat dari Kami dan Kami selamatkan (pula) mereka (di akhirat) dari 'azab yang berat.,tatkala azab selamat hud iman rahmat selamat akhirat azab berat,iman
[11.59],Hud,59,Dan itulah (kisah) kaum Ad yang mengingkari tanda-tanda kekuasaan Tuhan mereka dan mendurhakai rasul-rasul Allah dan mereka menuruti perintah semua penguasa yang sewenang-wenang lagi menentang (kebenaran).,kisah kaum ingkar tanda tanda kuasa tuhan durhaka rasul rasul allah turut perintah kuasa wenang wenang tentang benar,iman
[11.59],Hud,59,Dan itulah (kisah) kaum Ad yang mengingkari tanda-tanda kekuasaan Tuhan mereka dan mendurhakai rasul-rasul Allah dan mereka menuruti perintah semua penguasa yang sewenang-wenang lagi menentang (kebenaran).,kisah kaum ingkar tanda tanda kuasa tuhan durhaka rasul rasul allah turut perintah kuasa wenang wenang tentang benar,peradilan dan hakim
[11.60],Hud,60,Dan mereka selalu diikuti dengan kutukan di dunia ini dan (begitu pula) di hari kiamat. Ingatlah sesungguhnya kaum Ad itu kafir kepada Tuhan mereka. Ingatlah kebinasaanlah bagi kaum Ad (yaitu) kaum Hud itu.,ikut kutu dunia kiamat ingat sungguh kaum kafir tuhan ingat binasa kaum kaum hud,akhlaq dan adab
[11.60],Hud,60,Dan mereka selalu diikuti dengan kutukan di dunia ini dan (begitu pula) di hari kiamat. Ingatlah sesungguhnya kaum Ad itu kafir kepada Tuhan mereka. Ingatlah kebinasaanlah bagi kaum Ad (yaitu) kaum Hud itu.,ikut kutu dunia kiamat ingat sungguh kaum kafir tuhan ingat binasa kaum kaum hud,iman
[11.61],Hud,61,Dan kepada Tsamud (Kami utus) saudara mereka Saleh. Saleh berkata: Hai kaumku sembahlah Allah sekali-kali tidak ada bagimu Tuhan selain Dia. Dia telah menciptakan kamu dari bumi (tanah) dan menjadikan kamu pemakmurnya karena itu mohonlah ampunan-Nya kemudian bertobatlah kepada-Nya. Sesungguhnya Tuhanku amat dekat (rahmat-Nya) lagi memperkenankan (doa hamba-Nya).,tsamud utus saudara saleh saleh kaum sembah allah bagi tuhan cipta bumi tanah jadi makmur mohon ampun tobat sungguh tuhan rahmat kenan doa hamba,akhlaq dan adab
[11.61],Hud,61,Dan kepada Tsamud (Kami utus) saudara mereka Saleh. Saleh berkata: Hai kaumku sembahlah Allah sekali-kali tidak ada bagimu Tuhan selain Dia. Dia telah menciptakan kamu dari bumi (tanah) dan menjadikan kamu pemakmurnya karena itu mohonlah ampunan-Nya kemudian bertobatlah kepada-Nya. Sesungguhnya Tuhanku amat dekat (rahmat-Nya) lagi memperkenankan (doa hamba-Nya).,tsamud utus saudara saleh saleh kaum sembah allah bagi tuhan cipta bumi tanah jadi makmur mohon ampun tobat sungguh tuhan rahmat kenan doa hamba,alquran
[11.61],Hud,61,Dan kepada Tsamud (Kami utus) saudara mereka Saleh. Saleh berkata: Hai kaumku sembahlah Allah sekali-kali tidak ada bagimu Tuhan selain Dia. Dia telah menciptakan kamu dari bumi (tanah) dan menjadikan kamu pemakmurnya karena itu mohonlah ampunan-Nya kemudian bertobatlah kepada-Nya. Sesungguhnya Tuhanku amat dekat (rahmat-Nya) lagi memperkenankan (doa hamba-Nya).,tsamud utus saudara saleh saleh kaum sembah allah bagi tuhan cipta bumi tanah jadi makmur mohon ampun tobat sungguh tuhan rahmat kenan doa hamba,bangsa bangsa terdahulu
[11.61],Hud,61,Dan kepada Tsamud (Kami utus) saudara mereka Saleh. Saleh berkata: Hai kaumku sembahlah Allah sekali-kali tidak ada bagimu Tuhan selain Dia. Dia telah menciptakan kamu dari bumi (tanah) dan menjadikan kamu pemakmurnya karena itu mohonlah ampunan-Nya kemudian bertobatlah kepada-Nya. Sesungguhnya Tuhanku amat dekat (rahmat-Nya) lagi memperkenankan (doa hamba-Nya).,tsamud utus saudara saleh saleh kaum sembah allah bagi tuhan cipta bumi tanah jadi makmur mohon ampun tobat sungguh tuhan rahmat kenan doa hamba,ibadah
[11.61],Hud,61,Dan kepada Tsamud (Kami utus) saudara mereka Saleh. Saleh berkata: Hai kaumku sembahlah Allah sekali-kali tidak ada bagimu Tuhan selain Dia. Dia telah menciptakan kamu dari bumi (tanah) dan menjadikan kamu pemakmurnya karena itu mohonlah ampunan-Nya kemudian bertobatlah kepada-Nya. Sesungguhnya Tuhanku amat dekat (rahmat-Nya) lagi memperkenankan (doa hamba-Nya).,tsamud utus saudara saleh saleh kaum sembah allah bagi tuhan cipta bumi tanah jadi makmur mohon ampun tobat sungguh tuhan rahmat kenan doa hamba,iman
[11.62],Hud,62,Kaum Tsamud berkata: Hai Saleh sesungguhnya kamu sebelum ini adalah seorang di antara kami yang kami harapkan apakah kamu melarang kami untuk menyembah apa yang disembah oleh bapak-bapak kami? dan sesungguhnya kami betul-betul dalam keraguan yang menggelisahkan terhadap agama yang kamu serukan kepada kami.,kaum tsamud saleh sungguh harap larang sembah sembah sungguh ragu gelisah agama seru,akhlaq dan adab
[11.62],Hud,62,Kaum Tsamud berkata: Hai Saleh sesungguhnya kamu sebelum ini adalah seorang di antara kami yang kami harapkan apakah kamu melarang kami untuk menyembah apa yang disembah oleh bapak-bapak kami? dan sesungguhnya kami betul-betul dalam keraguan yang menggelisahkan terhadap agama yang kamu serukan kepada kami.,kaum tsamud saleh sungguh harap larang sembah sembah sungguh ragu gelisah agama seru,bangsa bangsa terdahulu
[11.62],Hud,62,Kaum Tsamud berkata: Hai Saleh sesungguhnya kamu sebelum ini adalah seorang di antara kami yang kami harapkan apakah kamu melarang kami untuk menyembah apa yang disembah oleh bapak-bapak kami? dan sesungguhnya kami betul-betul dalam keraguan yang menggelisahkan terhadap agama yang kamu serukan kepada kami.,kaum tsamud saleh sungguh harap larang sembah sembah sungguh ragu gelisah agama seru,iman
[11.62],Hud,62,Kaum Tsamud berkata: Hai Saleh sesungguhnya kamu sebelum ini adalah seorang di antara kami yang kami harapkan apakah kamu melarang kami untuk menyembah apa yang disembah oleh bapak-bapak kami? dan sesungguhnya kami betul-betul dalam keraguan yang menggelisahkan terhadap agama yang kamu serukan kepada kami.,kaum tsamud saleh sungguh harap larang sembah sembah sungguh ragu gelisah agama seru,sejarah
[11.63],Hud,63,Saleh berkata: Hai kaumku bagaimana pikiranmu jika aku mempunyai bukti yang nyata dari Tuhanku dan diberi-Nya aku rahmat (kenabian) dari-Nya maka siapakah yang akan menolong aku dari (azab) Allah jika aku mendurhakai-Nya. Sebab itu kamu tidak menambah apa pun kepadaku selain daripada kerugian.,saleh kaum pikir bukti nyata tuhan rahmat nabi tolong azab allah durhaka tambah kepada rugi,bangsa bangsa terdahulu
[11.63],Hud,63,Saleh berkata: Hai kaumku bagaimana pikiranmu jika aku mempunyai bukti yang nyata dari Tuhanku dan diberi-Nya aku rahmat (kenabian) dari-Nya maka siapakah yang akan menolong aku dari (azab) Allah jika aku mendurhakai-Nya. Sebab itu kamu tidak menambah apa pun kepadaku selain daripada kerugian.,saleh kaum pikir bukti nyata tuhan rahmat nabi tolong azab allah durhaka tambah kepada rugi,iman
[11.64],Hud,64,Hai kaumku inilah unta betina dari Allah sebagai mukjizat (yang menunjukkan kebenaran) untukmu sebab itu biarkanlah dia makan di bumi Allah dan janganlah kamu mengganggunya dengan gangguan apa pun yang akan menyebabkan kamu ditimpa azab yang dekat.,kaum unta betina allah mukjizat benar untuk biar makan bumi allah ganggu ganggu sebab timpa azab,alquran
[11.64],Hud,64,Hai kaumku inilah unta betina dari Allah sebagai mukjizat (yang menunjukkan kebenaran) untukmu sebab itu biarkanlah dia makan di bumi Allah dan janganlah kamu mengganggunya dengan gangguan apa pun yang akan menyebabkan kamu ditimpa azab yang dekat.,kaum unta betina allah mukjizat benar untuk biar makan bumi allah ganggu ganggu sebab timpa azab,bangsa bangsa terdahulu
[11.65],Hud,65,Mereka membunuh unta itu maka berkata Saleh: Bersukarialah kamu sekalian di rumahmu selama tiga hari itu adalah janji yang tidak dapat didustakan.,bunuh unta saleh sukaria rumah janji dusta,bangsa bangsa terdahulu
[11.65],Hud,65,Mereka membunuh unta itu maka berkata Saleh: Bersukarialah kamu sekalian di rumahmu selama tiga hari itu adalah janji yang tidak dapat didustakan.,bunuh unta saleh sukaria rumah janji dusta,iman
[11.66],Hud,66,Maka tatkala datang azab Kami Kami selamatkan Saleh beserta orang-orang yang beriman bersama dia dengan rahmat dari Kami dan (Kami selamatkan) dari kehinaan di hari itu. Sesungguhnya Tuhanmu Dia-lah Yang Maha Kuat lagi Maha Perkasa.,tatkala azab selamat saleh serta iman rahmat selamat hina sungguh tuhan maha kuat maha perkasa,bangsa bangsa terdahulu
[11.66],Hud,66,Maka tatkala datang azab Kami Kami selamatkan Saleh beserta orang-orang yang beriman bersama dia dengan rahmat dari Kami dan (Kami selamatkan) dari kehinaan di hari itu. Sesungguhnya Tuhanmu Dia-lah Yang Maha Kuat lagi Maha Perkasa.,tatkala azab selamat saleh serta iman rahmat selamat hina sungguh tuhan maha kuat maha perkasa,iman
[11.67],Hud,67,Dan satu suara keras yang mengguntur menimpa orang-orang yang zalim itu lalu mereka mati bergelimpangan di rumahnya.,suara keras guntur timpa zalim mati gelimpang rumah,bangsa bangsa terdahulu
[11.67],Hud,67,Dan satu suara keras yang mengguntur menimpa orang-orang yang zalim itu lalu mereka mati bergelimpangan di rumahnya.,suara keras guntur timpa zalim mati gelimpang rumah,iman
[11.68],Hud,68,Seolah-olah mereka belum pernah berdiam di tempat itu. Ingatlah sesungguhnya kaum Tsamud mengingkari Tuhan mereka. Ingatlah kebinasaanlah bagi kaum Tsamud.,olah diam ingat sungguh kaum tsamud ingkar tuhan ingat binasa kaum tsamud,akhlaq dan adab
[11.68],Hud,68,Seolah-olah mereka belum pernah berdiam di tempat itu. Ingatlah sesungguhnya kaum Tsamud mengingkari Tuhan mereka. Ingatlah kebinasaanlah bagi kaum Tsamud.,olah diam ingat sungguh kaum tsamud ingkar tuhan ingat binasa kaum tsamud,bangsa bangsa terdahulu
[11.68],Hud,68,Seolah-olah mereka belum pernah berdiam di tempat itu. Ingatlah sesungguhnya kaum Tsamud mengingkari Tuhan mereka. Ingatlah kebinasaanlah bagi kaum Tsamud.,olah diam ingat sungguh kaum tsamud ingkar tuhan ingat binasa kaum tsamud,iman
[11.69],Hud,69,Dan sesungguhnya utusan-utusan Kami (malaikat-malaikat) telah datang kepada Ibrahim dengan membawa kabar gembira mereka mengucapkan: Salaman (Selamat). Ibrahim menjawab: Salamun (Selamatlah) maka tidak lama kemudian Ibrahim menyuguhkan daging anak sapi yang dipanggang.,sungguh utus utus malaikat malaikat ibrahim bawa kabar gembira salam selamat ibrahim salamun selamat ibrahim suguh daging anak sapi panggang,akhlaq dan adab
[11.69],Hud,69,Dan sesungguhnya utusan-utusan Kami (malaikat-malaikat) telah datang kepada Ibrahim dengan membawa kabar gembira mereka mengucapkan: Salaman (Selamat). Ibrahim menjawab: Salamun (Selamatlah) maka tidak lama kemudian Ibrahim menyuguhkan daging anak sapi yang dipanggang.,sungguh utus utus malaikat malaikat ibrahim bawa kabar gembira salam selamat ibrahim salamun selamat ibrahim suguh daging anak sapi panggang,alquran
[11.69],Hud,69,Dan sesungguhnya utusan-utusan Kami (malaikat-malaikat) telah datang kepada Ibrahim dengan membawa kabar gembira mereka mengucapkan: Salaman (Selamat). Ibrahim menjawab: Salamun (Selamatlah) maka tidak lama kemudian Ibrahim menyuguhkan daging anak sapi yang dipanggang.,sungguh utus utus malaikat malaikat ibrahim bawa kabar gembira salam selamat ibrahim salamun selamat ibrahim suguh daging anak sapi panggang,bangsa bangsa terdahulu
[11.69],Hud,69,Dan sesungguhnya utusan-utusan Kami (malaikat-malaikat) telah datang kepada Ibrahim dengan membawa kabar gembira mereka mengucapkan: Salaman (Selamat). Ibrahim menjawab: Salamun (Selamatlah) maka tidak lama kemudian Ibrahim menyuguhkan daging anak sapi yang dipanggang.,sungguh utus utus malaikat malaikat ibrahim bawa kabar gembira salam selamat ibrahim salamun selamat ibrahim suguh daging anak sapi panggang,iman
[11.70],Hud,70,Maka tatkala dilihatnya tangan mereka tidak menjamahnya Ibrahim memandang aneh perbuatan mereka dan merasa takut kepada mereka. Malaikat itu berkata: Jangan kamu takut sesungguhnya kami adalah (malaikat-malaikat) yang diutus kepada kaum Lut.,tatkala lihat tangan jamah ibrahim pandang aneh buat takut malaikat takut sungguh malaikat malaikat utus kaum lut,bangsa bangsa terdahulu
[11.70],Hud,70,Maka tatkala dilihatnya tangan mereka tidak menjamahnya Ibrahim memandang aneh perbuatan mereka dan merasa takut kepada mereka. Malaikat itu berkata: Jangan kamu takut sesungguhnya kami adalah (malaikat-malaikat) yang diutus kepada kaum Lut.,tatkala lihat tangan jamah ibrahim pandang aneh buat takut malaikat takut sungguh malaikat malaikat utus kaum lut,iman
[11.71],Hud,71,Dan istrinya berdiri (di balik tirai) lalu dia tersenyum. Maka Kami sampaikan kepadanya berita gembira tentang (kelahiran) Ishak dan dari Ishak (akan lahir putranya) Yakub.,istri diri tirai senyum berita gembira lahir ishak ishak lahir putra yakub,bangsa bangsa terdahulu
[11.72],Hud,72,Istrinya berkata: Sungguh mengherankan apakah aku akan melahirkan anak padahal aku adalah seorang perempuan tua dan ini suamiku pun dalam keadaan yang sudah tua pula? Sesungguhnya ini benar-benar suatu yang sangat aneh.,istri sungguh heran lahir anak perempuan tua suami tua sungguh aneh,bangsa bangsa terdahulu
[11.72],Hud,72,Istrinya berkata: Sungguh mengherankan apakah aku akan melahirkan anak padahal aku adalah seorang perempuan tua dan ini suamiku pun dalam keadaan yang sudah tua pula? Sesungguhnya ini benar-benar suatu yang sangat aneh.,istri sungguh heran lahir anak perempuan tua suami tua sungguh aneh,iman
[11.73],Hud,73,Para malaikat itu berkata: Apakah kamu merasa heran tentang ketetapan Allah? (Itu adalah) rahmat Allah dan keberkatan-Nya dicurahkan atas kamu hai ahlulbait! Sesungguhnya Allah Maha Terpuji lagi Maha Pemurah.,malaikat heran tetap allah rahmat allah berkat curah ahlulbait sungguh allah maha puji maha murah,bangsa bangsa terdahulu
[11.73],Hud,73,Para malaikat itu berkata: Apakah kamu merasa heran tentang ketetapan Allah? (Itu adalah) rahmat Allah dan keberkatan-Nya dicurahkan atas kamu hai ahlulbait! Sesungguhnya Allah Maha Terpuji lagi Maha Pemurah.,malaikat heran tetap allah rahmat allah berkat curah ahlulbait sungguh allah maha puji maha murah,ibadah
[11.73],Hud,73,Para malaikat itu berkata: Apakah kamu merasa heran tentang ketetapan Allah? (Itu adalah) rahmat Allah dan keberkatan-Nya dicurahkan atas kamu hai ahlulbait! Sesungguhnya Allah Maha Terpuji lagi Maha Pemurah.,malaikat heran tetap allah rahmat allah berkat curah ahlulbait sungguh allah maha puji maha murah,iman
[11.74],Hud,74,Maka tatkala rasa takut hilang dari Ibrahim dan berita gembira telah datang kepadanya dia pun bersoal jawab dengan (malaikat-malaikat) Kami tentang kaum Lut.,tatkala takut hilang ibrahim berita gembira soal malaikat malaikat kaum lut,bangsa bangsa terdahulu
[11.75],Hud,75,Sesungguhnya Ibrahim itu benar-benar seorang yang penyantun lagi pengiba dan suka kembali kepada Allah.,sungguh ibrahim santun iba suka allah,akhlaq dan adab
[11.75],Hud,75,Sesungguhnya Ibrahim itu benar-benar seorang yang penyantun lagi pengiba dan suka kembali kepada Allah.,sungguh ibrahim santun iba suka allah,bangsa bangsa terdahulu
[11.76],Hud,76,Hai Ibrahim tinggalkanlah soal jawab ini sesungguhnya telah datang ketetapan Tuhanmu dan sesungguhnya mereka itu akan didatangi azab yang tidak dapat ditolak.,ibrahim tinggal sungguh tetap tuhan sungguh datang azab tolak,bangsa bangsa terdahulu
[11.76],Hud,76,Hai Ibrahim tinggalkanlah soal jawab ini sesungguhnya telah datang ketetapan Tuhanmu dan sesungguhnya mereka itu akan didatangi azab yang tidak dapat ditolak.,ibrahim tinggal sungguh tetap tuhan sungguh datang azab tolak,iman
[11.77],Hud,77,Dan tatkala datang utusan-utusan Kami (para malaikat) itu kepada Lut dia merasa susah dan merasa sempit dadanya karena kedatangan mereka dan dia berkata: Ini adalah hari yang amat sulit.,tatkala utus utus malaikat lut susah sempit dada datang sulit,bangsa bangsa terdahulu
[11.77],Hud,77,Dan tatkala datang utusan-utusan Kami (para malaikat) itu kepada Lut dia merasa susah dan merasa sempit dadanya karena kedatangan mereka dan dia berkata: Ini adalah hari yang amat sulit.,tatkala utus utus malaikat lut susah sempit dada datang sulit,iman
[11.78],Hud,78,Dan datanglah kepadanya kaumnya dengan bergegas-gegas. Dan sejak dahulu mereka selalu melakukan perbuatan-perbuatan yang keji. Lut berkata: Hai kaumku inilah putri-putri (negeri) ku mereka lebih suci bagimu maka bertakwalah kepada Allah dan janganlah kamu mencemarkan (nama) ku terhadap tamuku ini. Tidak adakah di antaramu seorang yang berakal?,datang kaum gegas gegas buat buat keji lut kaum putri putri negeri ku suci bagi takwa allah cemar nama ku tamu ada antara akal,akhlaq dan adab
[11.78],Hud,78,Dan datanglah kepadanya kaumnya dengan bergegas-gegas. Dan sejak dahulu mereka selalu melakukan perbuatan-perbuatan yang keji. Lut berkata: Hai kaumku inilah putri-putri (negeri) ku mereka lebih suci bagimu maka bertakwalah kepada Allah dan janganlah kamu mencemarkan (nama) ku terhadap tamuku ini. Tidak adakah di antaramu seorang yang berakal?,datang kaum gegas gegas buat buat keji lut kaum putri putri negeri ku suci bagi takwa allah cemar nama ku tamu ada antara akal,bangsa bangsa terdahulu
